公司名称,省份,城市,营业收入,利润,员工人数,上市日期,行业分类,产品类型
杭州园林设计院股份有限公司,浙江,杭州市,1.66亿,2073.74万,317,2017-05-05,园林工程,园林设计、工程总承包
太龙(福建)商业照明股份有限公司,福建,漳州市,11.94亿,3555.82万,944,2017-05-03,照明设备,照明器具、LED显示屏、光电标识
江苏金陵体育器材股份有限公司,江苏,苏州市,6582.22万,398.36万,768,2017-05-09,体育器材,球类器材、场馆设施、田径器材、赛事服务、其他体育器材
杭州雷迪克节能科技股份有限公司,浙江,杭州市,1.14亿,1215.54万,748,2017-05-16,汽车零部件,汽车零部件
烟台正海生物科技股份有限公司,山东,烟台市,1.02亿,4399.26万,328,2017-05-16,生物医药,口腔修复膜、可吸收硬脑（脊）膜补片、骨修复材料
世纪天鸿教育科技股份有限公司,--,山东,5467.60万,-50.88万,647,2017-09-26,--,教辅图书、策划服务、教育信息化业务、文创教具等商品、咨询服务
苏州晶瑞化学股份有限公司,江苏,苏州市,4.03亿,2509.25万,578,2017-05-23,其他化学原料,光刻胶、超净高纯试剂、锂电池材料
深圳市民德电子科技股份有限公司,广东,深圳市,8607.28万,1239.28万,233,2017-05-19,专用计算机设备,信息识别产品、自动化产品、半导体产品
厦门弘信电子科技集团股份有限公司,福建,厦门市,7.60亿,1931.15万,5375,2017-05-23,电子元件,柔性印制电路板、背光模组、软硬结合板
厦门延江新材料股份有限公司,福建,厦门市,2.97亿,784.21万,1161,2017-06-02,家纺,3D打孔无纺布、PE打孔膜
中孚信息股份有限公司,山东,济南市,1.19亿,-1037.42万,1677,2017-05-26,行业应用软件,网络安全、其他
江苏雷利电机股份有限公司,江苏,常州市,7.18亿,9010.41万,3815,2017-06-02,电机,空调电机及组件、洗衣机电机及组件、冰箱电机及组件、汽车零部件
圣邦微电子(北京)股份有限公司,北京,北京市,3.94亿,7400.34万,572,2017-06-06,集成电路,集成电路
北京科锐国际人力资源股份有限公司,北京,北京市,14.52亿,4649.60万,2668,2017-06-08,专业服务,中高端人才访寻、招聘流程外包、灵活用工
北京科蓝软件系统股份有限公司,北京,北京市,2.10亿,441.09万,5268,2017-06-08,行业应用软件,电子银行类、互联网金融类、网银安全类、银行核心业务类
鹏鹞环保股份有限公司,江苏,无锡市,4.00亿,7646.49万,1328,2018-01-05,--,投资及运营业务、工程承包业务、设备产销业务、设计与其他业务
株洲飞鹿高新材料技术股份有限公司,湖南,株洲市,5389.08万,-807.70万,534,2017-06-13,涂料涂漆,水性涂料、防水涂料、防水卷材、水性树脂、其他防腐涂料
宁波江丰电子材料股份有限公司,浙江,宁波市,3.17亿,1559.24万,1044,2017-06-15,非金属新材料,高纯溅射靶材
北京必创科技股份有限公司,北京,北京市,1.59亿,770.28万,620,2017-06-19,电气自控设备,工业监测系统、检测分析系统、MEMS传感器芯片
深圳市杰恩创意设计股份有限公司,广东,深圳市,6138.59万,317.44万,771,2017-06-19,装修装饰,建筑室内设计全流程服务
杭州沪宁电梯部件股份有限公司,浙江,杭州市,7033.51万,864.12万,607,2017-06-29,电梯设备,电梯安全部件
江苏大烨智能电气股份有限公司,江苏,南京市,6028.50万,-86.06万,476,2017-07-03,其他输变电设备,电气设备
富满微电子集团股份有限公司,广东,深圳市,2.66亿,6112.26万,899,2017-07-05,集成电路,电源管理、LED屏控制及驱动、MOSFET、MCU、快充协议、RFID、射频前端以及各类ASI芯片
湖南国科微电子股份有限公司,湖南,长沙市,4.12亿,35.03万,537,2017-07-12,集成电路,高端固态存储主控芯片及相关产品、H.264/H.265高清安防芯片、直播卫星高清解码芯片、智能4K解码芯片、北斗导航定位芯片
佩蒂动物营养科技股份有限公司,浙江,温州市,3.21亿,2384.09万,4898,2017-07-11,宠物食品,宠物食品
北京宇信科技集团股份有限公司,北京,北京市,4.17亿,-3093.63万,11117,2018-11-07,--,软件开发及服务、系统集成销售及服务、创新运营业务
深圳市建筑科学研究院股份有限公司,广东,深圳市,7701.06万,-1191.73万,852,2017-07-19,专业工程,城市规划、公信服务、建筑设计、建筑咨询、EPC及项目全过程管理
深圳华大基因股份有限公司,广东,深圳市,15.63亿,5.32亿,3778,2017-07-14,生物医药,生育健康基础研究和临床应用服务、肿瘤防控及转化医学类服务、多组学大数据服务与合成业务、感染防控基础研究和临床应用服务、精准医学检测综合解决方案
英科医疗科技股份有限公司,山东,淄博市,67.35亿,37.34亿,6503,2017-07-21,医疗器械,医疗防护类、康复护理类、保健理疗类、检查耗材类
中科院成都信息技术股份有限公司,四川,成都市,4464.72万,51.08万,506,2017-07-28,其他软件服务,信息化解决方案、技术开发、技术服务
电连技术股份有限公司,广东,深圳市,8.16亿,1.04亿,5539,2017-07-31,其他电子器件,电子元件、其他
无锡隆盛科技股份有限公司,江苏,无锡市,2.01亿,2187.03万,591,2017-07-25,汽车零部件,汽车零部件、精密机加工
珠海英搏尔电气股份有限公司,广东,珠海市,7605.29万,210.95万,855,2017-07-25,汽车零部件,电机控制器、车载充电机、DC-DC转换器、电子油门踏板、交流感应电机、电驱总成、电源总成
朗新科技集团股份有限公司,江苏,无锡市,6.01亿,3922.08万,4969,2017-08-01,行业应用软件,平台运营、软件服务、智能终端
武汉海特生物制药股份有限公司,湖北,武汉市,1.58亿,1416.65万,900,2017-08-08,生物医药,生物制品、医药研发服务
北京中石伟业科技股份有限公司,北京,北京市,2.84亿,3022.65万,920,2017-12-27,--,消费电子、通讯工业电子
厦门艾德生物医药科技股份有限公司,福建,厦门市,1.74亿,4342.78万,840,2017-08-02,生物医药,检测试剂、检测服务、技术服务
深圳市智动力精密技术股份有限公司,广东,深圳市,6.17亿,4471.19万,4584,2017-08-04,电子零部件,功能性电子器件、结构性电子器件、光学件
广州赛意信息科技股份有限公司,广东,广州市,3.81亿,1273.99万,4650,2017-08-03,行业应用软件,泛ERP、智能制造、软件维护服务、代理分销
创业黑马科技集团股份有限公司,北京,北京市,2933.67万,18.70万,457,2017-08-10,专业服务,培训辅导服务、营销服务、企业严选服务-城市拓展
深圳市澄天伟业科技股份有限公司,广东,深圳市,8380.99万,205.71万,721,2017-08-09,通信终端设备,智能卡制造
山东双一科技股份有限公司,山东,德州市,2.51亿,5421.60万,2059,2017-08-08,其他通用机械,风力发电机舱罩、大型非金属模具、工程车机罩、钓鱼艇、乘用车覆盖件
中山联合光电科技股份有限公司,广东,中山市,3.44亿,1539.24万,1721,2017-08-11,光学元件,安防类、非安防类
安徽中环环保科技股份有限公司,安徽,合肥市,1.80亿,3382.66万,825,2017-08-21,污水处理,投资运营服务、工程承包服务
深圳市盛弘电气股份有限公司,广东,深圳市,1.81亿,2925.52万,835,2017-08-22,储能设备,电能质量设备、电动汽车充电桩、新能源电能变换设备、电池化成及检测设备
无锡蠡湖增压技术股份有限公司,江苏,无锡市,3.39亿,1209.40万,2169,2018-10-15,--,制造
浙江兆丰机电股份有限公司,浙江,杭州市,1.34亿,3361.94万,573,2017-09-08,汽车零部件,汽车轮毂轴承单元、商用车底盘系统零部件、新能源电动车桥
成都爱乐达航空制造股份有限公司,四川,成都市,1.08亿,4681.57万,639,2017-08-22,航空装备,飞机零部件、地面设备
江阴电工合金股份有限公司,江苏,无锡市,4.40亿,4149.40万,596,2017-09-07,铜,铁路接触网系列产品、铜母线系列产品
万马科技股份有限公司,浙江,杭州市,6731.95万,-1164.78万,582,2017-08-31,通信传输设备,通信网络配线及信息化机柜产品、医疗信息化产品
威海光威复合材料股份有限公司,山东,威海市,6.25亿,2.18亿,1852,2017-09-01,非金属新材料,碳纤维及织物、碳梁、预浸料、制品
长沙岱勒新材料科技股份有限公司,湖南,长沙市,4448.90万,-609.83万,686,2017-09-12,超硬材料,金刚石线
森霸传感科技股份有限公司,河南,南阳市,7595.42万,2827.07万,808,2017-09-15,光学元件,光电传感器
浙江天宇药业股份有限公司,浙江,台州市,7.59亿,1.33亿,4309,2017-09-19,化学原料药,抗高血压药物原料药及中间体、抗哮喘药物原料药及中间体、抗病毒药物中间体、CMO
宁波创源文化发展股份有限公司,浙江,宁波市,3.30亿,399.23万,2298,2017-09-19,文具,文教用品、工美用品、体育用品、娱乐用品
湖南九典制药股份有限公司,--,湖南,2.78亿,4644.75万,1273,2017-10-10,--,药品制剂、原料药、药用辅料、植物提取物及其他
福建阿石创新材料股份有限公司,--,福建,9720.19万,268.31万,387,2017-09-26,--,溅射靶材、蒸镀材料
无锡威唐工业技术股份有限公司,--,江苏,1.54亿,1168.02万,766,2017-10-10,--,模具检具、冲压件、自动化业务
聚灿光电科技股份有限公司,--,江苏,4.49亿,1541.13万,1161,2017-10-16,--,半导体光电
江苏精研科技股份有限公司,--,江苏,4.18亿,2247.15万,3152,2017-10-19,--,智能手机、可穿戴设备
杭州万隆光电设备股份有限公司,--,浙江,1.71亿,-43.61万,787,2017-10-19,--,计算机、通信、其他电子设备制造、软件和信息技术服务
广州广哈通信股份有限公司,--,广东,3356.42万,-759.53万,422,2017-11-01,--,国防、电力
福建永福电力设计股份有限公司,--,福建,2.02亿,410.20万,1138,2017-10-31,--,电力工程规划咨询业务、发电工程勘察设计、输变电工程勘察设计、EPC工程总承包业务
深圳市英可瑞科技股份有限公司,--,广东,4702.60万,188.95万,494,2017-11-01,--,电力操作电源、电动汽车充电电源、其他电源、轨道交通产品
江苏凯伦建材股份有限公司,--,江苏,4.45亿,5415.49万,1316,2017-10-26,--,新型建筑防水材料
广东国立科技股份有限公司,--,广东,5.27亿,1882.21万,4692,2017-11-09,--,EVA 环保改性材料及制品、TPR 环保改性材料及制品、改性工程塑料、针织材料及制品、贸易收入、汽车配件
江苏华信新材料股份有限公司,--,江苏,6520.57万,923.24万,378,2017-11-06,--,功能性薄膜材料
浙江长盛滑动轴承股份有限公司,--,浙江,2.22亿,4134.25万,790,2017-11-06,--,金属塑料聚合物自润滑卷制轴承、双金属边界润滑卷制轴承、金属基自润滑轴承、铜基边界润滑卷制轴承、其他自润滑轴承
北京安达维尔科技股份有限公司,--,北京,7765.83万,-139.58万,609,2017-11-09,--,航空设备制造及服务
广东海川智能机器股份有限公司,--,广东,4220.79万,1386.30万,511,2017-11-06,--,计量设备、检测设备、配件
江苏怡达化学股份有限公司,--,江苏,2.99亿,1827.87万,797,2017-11-15,--,醇醚系列产品、醇醚酯系列产品、汽车制动液
江西新余国科科技股份有限公司,--,江西,4984.69万,720.75万,643,2017-11-10,--,火工元件、火工装置、民品
一品红药业股份有限公司,--,广东,5.15亿,6769.50万,940,2017-11-16,--,儿童药、特色慢性病药
深圳市捷佳伟创新能源装备股份有限公司,广东,深圳市,11.77亿,2.10亿,2589,2018-08-10,--,半导体掺杂沉积光伏设备、湿法工艺光伏设备、自动化配套设备
南京药石科技股份有限公司,--,江苏,2.86亿,6977.18万,763,2017-11-10,--,药物分子砌块
株洲宏达电子股份有限公司,--,湖南,3.79亿,1.84亿,1579,2017-11-21,--,电子元器件
宁波润禾高新材料科技股份有限公司,--,浙江,2.52亿,2071.21万,414,2017-11-27,--,有机硅深加工、其应用产品
乐歌人体工学科技股份有限公司,--,浙江,6.59亿,3191.55万,2956,2017-12-01,--,人体工学工作站系列产品、人体工学大屏支架
湖南科创信息技术股份有限公司,--,湖南,1686.19万,-2034.36万,1205,2017-12-05,--,智慧政务、智慧企业
深圳科创新源新材料股份有限公司,广东,深圳市,1.43亿,1593.03万,891,2017-12-08,--,高性能特种橡胶密封材料
河南省交通规划设计研究院股份有限公司,河南,郑州市,3.02亿,4344.99万,2610,2017-12-12,--,工程设计、咨询及管理、工程总承包、运营业务及其他、其他
成都西菱动力科技股份有限公司,四川,成都市,1.48亿,1631.01万,1979,2018-01-16,--,汽车发动机零配件、皮带轮
惠州光弘科技股份有限公司,广东,惠州市,5.17亿,2976.72万,7850,2017-12-29,--,消费电子类、网络通讯类、物联网、汽车电子类、智能穿戴类
北京百华悦邦科技股份有限公司,北京,北京市,9552.66万,104.95万,804,2018-01-09,--,居民服务、修理及其他服务
科顺防水科技股份有限公司,广东,佛山市,14.61亿,1.65亿,3378,2018-01-25,--,防水卷材、防水涂料、防水工程
广东奥飞数据科技股份有限公司,广东,广州市,2.81亿,2831.20万,252,2018-01-19,--,IDC服务、其他互联网综合服务、系统集成项目
深圳明阳电路科技股份有限公司,广东,深圳市,3.51亿,1712.71万,2516,2018-02-01,--,单/双面板、高多层板
水羊集团股份有限公司,湖南,长沙市,8.17亿,3039.08万,1856,2018-02-08,--,面膜、水乳膏霜、彩妆、个护清洁
华宝香精股份有限公司,西藏,拉萨市,4.67亿,2.81亿,949,2018-03-01,--,食用香精、日用香精、食品配料
南京越博动力系统股份有限公司,江苏,南京市,1.03亿,284.69万,475,2018-05-08,--,新能源汽车
杭州天地数码科技股份有限公司,浙江,杭州市,1.09亿,729.37万,527,2018-04-27,--,热转印碳带
深圳欣锐科技股份有限公司,广东,深圳市,2.00亿,387.35万,970,2018-05-23,--,车载DC/DC变换器、车载充电机、车载电源集成产品
汉嘉设计集团股份有限公司,浙江,杭州市,5.26亿,2307.10万,2251,2018-05-25,--,建筑设计、装饰景观市政设计、EPC总承包
武汉锐科光纤激光技术股份有限公司,湖北,武汉市,5.84亿,1.19亿,2532,2018-06-25,--,脉冲光纤激光器、连续光纤激光器、技术开发服务
江西金力永磁科技股份有限公司,江西,赣州市,7.93亿,1.02亿,3038,2018-09-21,--,钕铁硼磁钢
广东顶固集创家居股份有限公司,广东,中山市,1.70亿,1413.69万,1895,2018-09-25,--,定制衣柜及配套家具、精品五金、定制生态门
宁德时代新能源科技股份有限公司,福建,宁德市,191.67亿,23.44亿,33078,2018-06-11,--,动力电池系统、储能系统、锂电池材料
苏州迈为科技股份有限公司,江苏,苏州市,6.32亿,1.17亿,1915,2018-11-09,--,太阳能电池丝网印刷生产线成套设备、单机
深圳市隆利科技股份有限公司,广东,深圳市,4.67亿,-3465.57万,3928,2018-11-30,--,背光显示模组
江苏爱朋医疗科技股份有限公司,江苏,南通市,1.02亿,1969.18万,694,2018-12-13,--,疼痛管理产品、鼻腔护理产品
华致酒行连锁管理股份有限公司,云南,迪庆藏族自治州,23.53亿,1.93亿,1211,2019-01-29,--,白酒、葡萄酒、进口烈性酒
广东金马游乐股份有限公司,广东,中山市,1.51亿,4512.79万,1014,2018-12-28,--,游乐设施、配件及维修
罗博特科智能科技股份有限公司,江苏,苏州市,2.51亿,1717.49万,668,2019-01-08,--,自动化设备、智能制造系统
鞍山七彩化学股份有限公司,辽宁,鞍山市,3.09亿,5412.88万,1418,2019-02-22,--,苯并咪唑酮系列、偶氮缩合系列、偶氮颜料系列、异吲哚啉系列、溶剂染料系列、中间体及材料单体
康龙化成(北京)新药技术股份有限公司,北京,北京市,14.89亿,2.37亿,11012,2019-01-28,--,实验室服务、CMC服务、临床研究服务
深圳迈瑞生物医疗电子股份有限公司,广东,深圳市,57.81亿,17.16亿,11833,2018-10-16,--,生命信息与支持类产品、体外诊断类产品、医学影像类产品
江苏立华牧业股份有限公司,江苏,常州市,27.36亿,2.88亿,5772,2019-02-18,--,养殖业务
上海瀚讯信息技术股份有限公司,上海,上海市,6329.71万,767.18万,349,2019-03-14,--,宽带移动通信设备、集成产品
锦浪科技股份有限公司,浙江,宁波市,6.17亿,1.06亿,1571,2019-03-19,--,并网逆变器、储能逆变器、新能源电力
石药集团新诺威制药股份有限公司,河北,石家庄市,3.57亿,8352.82万,1672,2019-03-22,--,咖啡因类产品、保健食品类产品
每日互动股份有限公司,浙江,杭州市,1.29亿,2094.03万,686,2019-03-25,--,数据智能服务
震安科技股份有限公司,云南,昆明市,1.51亿,2951.56万,523,2019-03-29,--,隔震产品、减震产品
杭州迪普科技股份有限公司,浙江,杭州市,1.94亿,4653.50万,1297,2019-04-12,--,网络安全产品、应用交付产品、基础网络产品、服务类业务
深圳市德方纳米科技股份有限公司,广东,深圳市,5.10亿,4569.84万,1718,2019-04-15,--,纳米磷酸铁锂、碳纳米管导电液
广东南方新媒体股份有限公司,广东,广州市,3.26亿,1.62亿,326,2019-04-19,--,IPTV基础业务、互联网视听业务、商务运营业务、内容版权业务
深圳市智莱科技股份有限公司,广东,深圳市,2.85亿,3946.08万,2318,2019-04-22,--,智能快件箱类设备、自助电子寄存柜类设备、智能恒温及售卖类设备、其他定制类智能交互设备
浙江运达风电股份有限公司,浙江,杭州市,20.17亿,4343.18万,1452,2019-04-26,--,风力发电机组
拉卡拉支付股份有限公司,北京,北京市,15.89亿,2.30亿,3215,2019-04-25,--,支付业务、科技服务、供应链运营业务
西安三角防务股份有限公司,陕西,西安市,1.88亿,7463.16万,306,2019-05-21,--,特种合金锻压
武汉帝尔激光科技股份有限公司,湖北,武汉市,2.74亿,7358.49万,491,2019-05-17,--,PERC激光消融设备、SE激光掺杂设备、MWT系列激光设备、全自动高速激光划片/裂片机、LID/R激光修复设备、激光扩硼设备等激光设备
中简科技股份有限公司,江苏,常州市,7324.05万,3194.23万,264,2019-05-16,--,碳纤维
深圳市新城市规划建筑设计股份有限公司,广东,深圳市,9482.64万,2491.61万,944,2019-05-10,--,专业技术服务、租赁物业服务
青岛惠城环保科技股份有限公司,山东,青岛市,6784.51万,433.54万,465,2019-05-22,--,危险废物处理处置服务、资源化综合利用产品
四川德恩精工科技股份有限公司,四川,眉山市,1.13亿,1192.86万,1439,2019-05-31,--,皮带轮、锥套、同步带轮、胀套、链轮、减速器、齿轮箱、联轴器、法兰、工业皮带
广东因赛品牌营销集团股份有限公司,广东,广州市,1.49亿,1761.43万,562,2019-06-06,--,品牌管理、媒介代理、公关传播、数字营销
江苏卓胜微电子股份有限公司,江苏,无锡市,11.83亿,4.92亿,276,2019-06-18,--,射频开关、射频低噪声放大器、射频滤波器、射频功率放大器、低功耗蓝牙微控制器
三只松鼠股份有限公司,安徽,芜湖市,36.71亿,3.15亿,5144,2019-07-12,--,休闲食品
北京值得买科技股份有限公司,北京,北京市,2.35亿,2554.39万,1506,2019-07-15,--,互联网、互联网相关服务
青岛国林环保科技股份有限公司,山东,青岛市,7512.87万,1074.48万,602,2019-07-23,--,大型臭氧发生器系统设备及配套
安福县海能实业股份有限公司,--,--,4.28亿,2922.42万,7111,2019-08-15,--,线束类、信号适配器类、电源适配器类
中信出版集团股份有限公司,北京,北京市,4.73亿,6273.92万,1483,2019-07-05,--,一般图书出版与发行、书店业务
成都唐源电气股份有限公司,--,--,4975.02万,612.13万,418,2019-08-28,--,牵引供电检测监测系统、工务工程检测监测系统、信息化管理系统、技术服务及其他
东莞市宇瞳光学科技股份有限公司,--,--,4.41亿,5752.34万,1492,2019-09-20,--,光学镜头
仙乐健康科技股份有限公司,--,--,5.08亿,5736.04万,2187,2019-09-25,--,软胶囊、片剂、粉剂、软糖、硬胶囊、口服液
杭州壹网壹创科技股份有限公司,--,--,2.23亿,5893.91万,1796,2019-09-27,--,品牌线上服务、线上分销、内容服务
佳禾智能科技股份有限公司,--,--,5.26亿,-1537.97万,8107,2019-10-18,--,电子
浙江米奥兰特商务会展股份有限公司,--,--,2647.88万,-1897.22万,427,2019-10-22,--,会议及展览服务
绍兴贝斯美化工股份有限公司,--,--,1.49亿,2464.26万,449,2019-11-15,--,农药医药中间体、农药原药、农药制剂
钢研纳克检测技术股份有限公司,--,--,1.04亿,663.14万,924,2019-11-01,--,第三方检测服务、检测分析仪器、标准物质/标准样品、能力验证服务、腐蚀防护工程与产品
江苏锦鸡实业股份有限公司,--,--,2.51亿,2080.03万,686,2019-11-22,--,活性染料、分散染料
北京左江科技股份有限公司,--,--,4036.89万,2017.44万,213,2019-10-29,--,安全双主机系列平台、安全多主机系列平台、移动安全双主机平台、单板卡安全平台、专用芯片
力合科技(湖南)股份有限公司,--,--,1.71亿,5697.66万,949,2019-11-06,--,水质监测系统、空气/烟气监测系统、环境监测信息管理系统、运营服务
山东泰和水处理科技股份有限公司,--,--,4.12亿,3733.82万,606,2019-11-28,--,水处理剂及联副产品
上海矩子科技股份有限公司,--,--,1.14亿,2388.13万,726,2019-11-14,--,机器视觉设备、控制线缆组件、控制单元及设备
北京指南针科技发展股份有限公司,--,--,3.29亿,9647.16万,1703,2019-11-18,--,互联网金融服务
广东电声市场营销股份有限公司,--,--,7.39亿,-239.74万,15723,2019-11-21,--,互动展示、零售终端管理、品牌传播、数字零售
江苏斯迪克新材料科技股份有限公司,--,--,3.96亿,566.53万,1104,2019-11-25,--,电子级胶粘材料、功能性薄膜材料、热管理复合材料、薄膜包装材料
郑州天迈科技股份有限公司,--,--,2214.97万,-1139.25万,676,2019-12-19,--,智能公交调度系统、远程监控系统、智能公交收银系统、充电运营管理系统
广东久量股份有限公司,--,--,1.58亿,1315.53万,821,2019-11-29,--,LED移动照明、LED家居照明
华辰精密装备(昆山)股份有限公司,--,--,1.25亿,3176.14万,479,2019-12-04,--,全自动数控轧辊磨床
北京中科海讯数字科技股份有限公司,--,--,3407.75万,34.53万,243,2019-12-06,--,信号处理平台、水声大数据与仿真系统、声纳系统、无人探测系统
深圳市铂科新材料股份有限公司,--,--,1.35亿,2004.22万,886,2019-12-30,--,电子元器件
深圳市易天自动化设备股份有限公司,--,--,8222.77万,2333.79万,602,2020-01-09,--,偏光片贴附系列设备、背光组装系列设备、全贴合系列设备、其它设备
浙江泰林生物技术股份有限公司,--,--,4804.32万,959.84万,589,2020-01-14,--,生命科学类产品、生物技术类产品、分析仪器类产品
玉禾田环境发展集团股份有限公司,--,--,11.83亿,1.64亿,66855,2020-01-23,--,物业清洁、市政环卫、其他业务
安徽艾可蓝环保股份有限公司,--,--,1.88亿,3072.10万,451,2020-02-10,--,发动机尾气后处理
浙江双飞无油轴承股份有限公司,--,--,2.33亿,2681.28万,1064,2020-02-18,--,轴承
江西耐普矿机股份有限公司,--,--,8787.48万,1159.33万,503,2020-02-12,--,矿用橡胶耐磨备件、选矿设备、矿用管道、矿用金属备件、工业设备耐磨衬里
江苏聚杰微纤科技集团股份有限公司,--,--,6616.14万,564.65万,1040,2020-03-12,--,超细纤维制成品、超细纤维仿皮面料、超细纤维功能面料、超细纤维无尘洁净制品
四川英杰电气股份有限公司,--,--,1.13亿,2834.20万,569,2020-02-13,--,系列功率控制器、功率控制系统（还原炉电源、单晶炉电源、蓝宝石炉电源、SIC炉电源等）、特种电源
山东东岳有机硅材料股份有限公司,--,--,7.16亿,1.24亿,852,2020-03-12,--,硅橡胶、硅油、气相白炭黑有机硅下游深加工产品、有机硅中间体
深圳贝仕达克技术股份有限公司,--,--,2.60亿,4136.88万,1812,2020-03-13,--,智能控制器、智能产品
建科机械(天津)股份有限公司,--,--,1.03亿,1908.79万,590,2020-03-19,--,单件钢筋成型机械、组合钢筋成型机械、钢筋强化机械
深圳市北鼎晶辉科技股份有限公司,--,--,1.75亿,2861.74万,1114,2020-06-19,--,小家电
阿尔特汽车技术股份有限公司,--,--,2.02亿,3732.72万,1637,2020-03-27,--,燃油汽车整车设计、新能源汽车整车设计、高端零部件
南京市测绘勘察研究院股份有限公司,--,--,8793.23万,1476.06万,920,2020-04-03,--,工程测勘技术服务、测绘服务、地理信息系统集成与服务
上能电气股份有限公司,--,--,1.60亿,1556.77万,607,2020-04-10,--,光伏逆变器、储能双向变流器(PCS)、有源滤波器(APF)、低压无功补偿器(SVG)、智能电能质量矫正装置(SPC)
天津锐新昌科技股份有限公司,--,--,1.06亿,1356.69万,611,2020-04-21,--,电力电子散热器、自动化设备及医疗设备精密部件、汽车轻量化部件
河南金丹乳酸科技股份有限公司,--,--,3.19亿,2720.08万,1019,2020-04-22,--,乳酸、乳酸盐类、乳酸酯类、副产品
金现代信息产业股份有限公司,--,--,6019.52万,466.48万,2833,2020-05-06,--,软件开发及实施、运行维护服务、其他
西安派瑞功率半导体变流技术股份有限公司,--,--,1712.93万,44.53万,396,2020-05-07,--,电力电子器件
深圳市新产业生物医学工程股份有限公司,--,--,5.32亿,1.68亿,1949,2020-05-12,--,仪器及配套软件、试剂
广州市浩洋电子股份有限公司,--,--,6322.33万,1014.68万,800,2020-05-20,--,舞台娱乐灯光设备、建筑照明灯光设备、桁架、紫外线灯
安徽龙磁科技股份有限公司,--,--,1.82亿,2907.31万,1587,2020-05-25,--,高性能永磁铁氧体湿压磁瓦
昆山佰奥智能装备股份有限公司,--,--,3181.11万,84.70万,678,2020-05-28,--,智能组装设备、零组件
浙矿重工股份有限公司,--,--,1.25亿,3648.14万,344,2020-06-05,--,矿用装备、资源回收装备
浙江力诺流体控制科技股份有限公司,--,--,1.02亿,1396.45万,645,2020-06-08,--,开关阀、调节阀、工艺阀、配件、其他
宁波博汇化工科技股份有限公司,--,--,2.26亿,1237.68万,311,2020-06-30,--,重芳烃类、环保芳烃油
青岛酷特智能股份有限公司,--,--,1.48亿,1936.27万,2013,2020-07-08,--,西服套装、衬衫、马甲、大衣
成都康华生物制品股份有限公司,--,--,2.37亿,1.00亿,408,2020-06-16,--,冻干人用狂犬病疫苗(人二倍体细胞)、ACYW135群脑膜炎球菌多糖疫苗
无锡帝科电子材料股份有限公司,--,--,6.58亿,3076.32万,179,2020-06-18,--,DK91系列、DK92系列、DK93系列、DK81A系列、DK71系列、DK61系列、DECA系列
胜蓝科技股份有限公司,--,--,3.08亿,3474.21万,2190,2020-07-02,--,消费类电子连接器及组件、新能源汽车连接器及组件、光学透镜
郑州捷安高科股份有限公司,--,--,239.21万,-585.35万,577,2020-07-03,--,软件和信息技术服务
北京首都在线科技股份有限公司,--,--,2.89亿,435.63万,520,2020-07-01,--,IDC服务、云计算服务
中船重工汉光科技股份有限公司,--,--,2.43亿,1967.89万,1058,2020-07-09,--,墨粉、OPC鼓、信息安全复印机、特种精密加工产品
美瑞新材料股份有限公司,--,--,2.73亿,2249.55万,260,2020-07-20,--,热塑性聚氨酯弹性体(TPU)
浙江锦盛新材料股份有限公司,--,--,6458.17万,817.33万,842,2020-07-10,--,化妆品容器
洛阳新强联回转支承股份有限公司,--,--,5.62亿,7292.87万,1708,2020-07-13,--,风电类产品、海工装备类产品、盾构机类产品、其他轴承类产品、锻件、其他
北京交大思诺科技股份有限公司,--,--,6987.26万,2131.63万,414,2020-07-17,--,列车运行控制系统的关键设备
四会富仕电子科技股份有限公司,--,--,2.02亿,3714.74万,1037,2020-07-13,--,印制电路板
杭州申昊科技股份有限公司,--,--,1.12亿,1656.45万,527,2020-07-24,--,输变电监测设备、配电及自动化控制设备
江苏图南合金股份有限公司,--,--,1.49亿,3611.72万,499,2020-07-23,--,高温合金、特种不锈钢
南京科思化学股份有限公司,--,--,2.59亿,4796.62万,975,2020-07-22,--,化妆品活性成分及其原料、合成香料、其他产品
协创数据技术股份有限公司,--,--,6.75亿,2732.48万,2251,2020-07-27,--,智能摄像机、车联网智能终端、智能网通网关、其他智能终端、数据存储设备
北京科拓恒通生物技术股份有限公司,--,--,8071.66万,2155.83万,172,2020-07-27,--,复配食品添加剂、食用益生菌制品、动植物微生态制剂
西域旅游开发股份有限公司,--,--,989.70万,-1045.94万,515,2020-08-06,--,旅游运输、索道运输、游船、温泉旅游、旅行社
北京锋尚世纪文化传媒股份有限公司,--,--,1.05亿,2856.80万,271,2020-08-24,--,大型文化演艺活动创意、设计及制作服务、文化旅游演艺创意、景观艺术照明及演绎创意
杨凌美畅新材料股份有限公司,--,--,3.63亿,1.91亿,2082,2020-08-24,--,电镀金刚石线
安徽蓝盾光电子股份有限公司,--,--,9457.01万,459.47万,1701,2020-08-24,--,空气质量监测系列、烟气污染源监测系列、颗粒物监测系列、激光雷达系列、FTIR系列产品、TDLAS系列、水质在线监测系列产品、大气环境综合立体走航监测系统
宁波卡倍亿电气技术股份有限公司,--,--,4.38亿,1203.28万,556,2020-08-24,--,汽车线缆
南京大学环境规划设计研究院集团股份公司,--,--,9440.75万,2258.44万,563,2020-08-24,--,环境技术服务、环境工程服务
