公司名称,省份,城市,营业收入,利润,员工人数,上市日期,行业分类,产品类型
海能达通信股份有限公司,广东,深圳市,8.75亿,-1.50亿,6863,2011-05-27,通信终端设备,核心产品及解决方案、行业解决方案、销售和服务
西陇科学股份有限公司,广东,汕头市,15.81亿,1186.12万,1263,2011-06-02,其他化学制品,化工行业、医疗行业(诊断试剂)、服务行业(孵化器)
江苏双星彩塑新材料股份有限公司,江苏,宿迁市,12.82亿,2.76亿,1591,2011-06-02,包装印刷,光学基材、光学膜片、节能建筑膜、车用太阳膜、家居安全膜、护肤膜、调光玻璃膜、色带打印类、光电显示类、PETG收缩膜、PVC膜
浙江省围海建设集团股份有限公司,浙江,宁波市,4.39亿,-1215.98万,684,2011-06-02,水利建设,建筑施工、设计及技术服务
深圳市奥拓电子股份有限公司,广东,深圳市,1.75亿,141.12万,1364,2011-06-10,LED,LED应用、金融科技
史丹利农业集团股份有限公司,山东,临沂市,15.89亿,9998.19万,3441,2011-06-10,复合肥,化肥制造、原料化肥销售
瑞康医药集团股份有限公司,山东,烟台市,57.65亿,1.67亿,9219,2011-06-10,医药商业,药品器械、移动医疗
浙江万安科技股份有限公司,浙江,绍兴市,6.28亿,864.24万,3303,2011-06-10,汽车零部件,商用车产品系列、乘用车产品系列、新能源汽车产品系列
江西恒大高新技术股份有限公司,江西,南昌市,1.40亿,1018.63万,666,2011-06-21,其他化学制品,节能环保业务、互联网营销业务
南宁八菱科技股份有限公司,广西,南宁市,1.57亿,1.65亿,1116,2011-11-11,汽车零部件,汽车行业、文化演艺、材料销售、租赁业务、大健康行业
厦门日上集团股份有限公司,福建,厦门市,8.31亿,2543.62万,3701,2011-06-28,汽车零部件,汽车车轮业务、钢结构业务
比亚迪股份有限公司,广东,深圳市,409.92亿,5.11亿,224280,2011-06-30,乘用车,电子元器件、日用电子器件、交通运输设备
山东豪迈机械科技股份有限公司,山东,潍坊市,14.45亿,2.42亿,12890,2011-06-28,机床设备,模具、大型零部件机械产品
海南瑞泽新型建材股份有限公司,海南,三亚市,5.65亿,387.89万,5966,2011-07-07,其他建材,非金属矿物制品业、土木工程建筑业、市政环卫
安徽金禾实业股份有限公司,安徽,滁州市,11.37亿,2.10亿,4409,2011-07-07,其他化学制品,甜味剂、香料产品
山东省章丘鼓风机股份有限公司,山东,济南市,3.51亿,1920.45万,1103,2011-07-07,风能,风机、磨机、渣浆泵、电气设备、气力输送
北京盛通印刷股份有限公司,北京,北京市,6.19亿,2674.16万,2630,2011-07-15,包装印刷,出版综合服务、教育培训业务
广东领益智造股份有限公司,广东,江门市,64.27亿,4.65亿,76729,2011-07-15,磁性材料,精密功能及结构件、显示及触控模组、材料业务、贸易及物流服务、充电器、5G产品
龙蟒佰利联集团股份有限公司,河南,焦作市,46.58亿,10.70亿,10038,2011-07-15,其他化学制品,钛白粉、铁系产品、锆制品、海绵钛及四氯化钛
浙江世纪华通集团股份有限公司,浙江,绍兴市,39.97亿,6.34亿,7250,2011-07-28,汽车零部件,铜杆加工、汽车零部件、软件服务业
石家庄以岭药业股份有限公司,河北,石家庄市,36.68亿,6.75亿,16912,2011-07-28,中药生产,心脑血管类、呼吸系统类、糖尿病类、肿瘤用药类
上海姚记科技股份有限公司,上海,上海市,9.81亿,2.01亿,1655,2011-08-05,体育用品,扑克牌、游戏
大连电瓷集团股份有限公司,辽宁,大连市,3.57亿,8196.20万,1321,2011-08-05,其他输变电设备,悬瓷绝缘子、复合绝缘子、支柱绝缘子
中公教育科技股份有限公司,安徽,芜湖市,20.52亿,1.41亿,45066,2011-08-10,汽车销售,公务员招录面授培训、事业单位招录面授培训、教师招录及教师资格面授培训、综合面授培训
江苏国信股份有限公司,江苏,南京市,62.09亿,6.08亿,4692,2011-08-10,其他发电,能源板块、金融板块
深圳市捷顺科技实业股份有限公司,广东,深圳市,1.82亿,-1108.84万,2890,2011-08-15,行业应用软件,出入口控制与管理智能终端系统产品
江苏爱康科技股份有限公司,江苏,无锡市,4.47亿,742.37万,1610,2011-08-15,太阳能,太阳能电池边框、太阳能安装支架、太阳能电池板（组件）、电力销售
广东东方精工科技股份有限公司,广东,佛山市,6.36亿,6986.33万,1688,2011-08-30,印刷包装设备,智能瓦楞纸包装装备整线和单机、智能瓦楞纸包装装备配件、智能瓦楞纸包装装备软件和服务、舷外机和通用小型汽油机设备
朗姿股份有限公司,北京,北京市,8.92亿,581.01万,5013,2011-08-30,女装,时尚女装、婴童服饰、医疗美容、资产管理
洛阳北方玻璃技术股份有限公司,河南,洛阳市,2.90亿,153.44万,2064,2011-08-30,其他专用机械,玻璃钢化设备、玻璃预处理设备、汽车玻璃预处理设备、玻璃丝网印刷设备、玻璃仓储及自动化连线、深加工玻璃、低辐射镀膜玻璃设备
奥佳华智能健康科技集团股份有限公司,福建,厦门市,20.70亿,1.20亿,11448,2011-09-09,按摩小家电,按摩椅、按摩小电器、新风系统、空气净化器、家用医疗
浙江哈尔斯真空器皿股份有限公司,浙江,金华市,4.89亿,2457.70万,4153,2011-09-09,不锈钢,真空器皿、玻璃杯、塑料杯、铝瓶
广东长青(集团)股份有限公司,广东,中山市,6.28亿,4867.11万,4040,2011-09-20,小家电,环保热能、燃气具制造
露笑科技股份有限公司,浙江,绍兴市,8.76亿,9053.32万,1480,2011-09-20,电线电缆,漆包线、光伏电站EPC、汽车配件、机电设备、光伏发电、晶片、取暖器
深圳丹邦科技股份有限公司,广东,深圳市,1260.74万,-5585.24万,585,2011-09-20,电子元件,电子元件
艾格拉斯股份有限公司,浙江,金华市,1882.65万,-2312.86万,283,2011-09-29,游戏,互联网和相关服务、保利业
深圳瑞和建筑装饰股份有限公司,广东,深圳市,7.15亿,2875.62万,647,2011-09-29,装修装饰,公共装修、住宅装修、装饰设计、光伏
大连美吉姆教育科技股份有限公司,辽宁,大连市,8009.43万,1581.83万,488,2011-09-29,其他专用机械,教育服务、教育咨询
融钰集团股份有限公司,吉林,吉林市,1663.52万,-319.14万,397,2011-10-18,其他输变电设备,永磁开关、高低压开关、征信大数据软件服务、全渠道数字化零售管理解决方案、保理业务、广告服务 、咨询服务
常州亚玛顿股份有限公司,江苏,常州市,5.77亿,4682.39万,804,2011-10-13,玻璃,太阳能玻璃、太阳能组件、电力销售、电子玻璃及显示器件
完美世界股份有限公司,浙江,湖州市,22.31亿,4.53亿,5665,2011-10-28,游戏,PC端网络游戏、移动网络游戏、主机游戏、院线业务、电视剧、艺人经纪及综艺节目、游戏相关其他业务、影视相关其他业务
光启技术股份有限公司,浙江,杭州市,1.03亿,2711.20万,1335,2011-11-03,汽车零部件,汽车零部件产品、超材料研发业务、超材料产品、下角料、租赁
厦门金达威集团股份有限公司,福建,厦门市,9.01亿,3.03亿,2003,2011-10-28,化学原料药,营养和保健品
湖北宜昌交运集团股份有限公司,湖北,宜昌市,6.18亿,1507.87万,2649,2011-11-03,公交,旅客运输、旅游服务、汽车销售及售后服务、商贸物流、土地一级开发
成都市路桥工程股份有限公司,四川,成都市,5.13亿,5319.10万,699,2011-11-03,路桥建设,公路项目、市政项目
浙江仁智股份有限公司,浙江,温州市,2315.06万,-524.32万,138,2011-11-03,油田服务,新材料及石化产品销售、钻井工程服务、油气田技术服务、大宗商品贸易
华西能源工业股份有限公司,四川,自贡市,4.36亿,-5509.15万,1247,2011-11-11,锅炉,装备制造、工程总包、投资运营
德尔未来科技控股集团股份有限公司,江苏,苏州市,3.45亿,-180.64万,2517,2011-11-11,橱柜衣柜,家居、新材料
道明光学股份有限公司,浙江,金华市,3.01亿,5030.95万,1477,2011-11-22,其他化学制品,反光膜、反光布、反光服装、反光制品、增光膜、工业地产开发产品
申科滑动轴承股份有限公司,浙江,绍兴市,3967.11万,110.29万,509,2011-11-22,基础件,轴承及部套件、电机零部件
浙江棒杰控股集团股份有限公司,浙江,金华市,1.22亿,1400.78万,1318,2011-12-05,其他服装,无缝服装、物业及咨询服务
苏州安洁科技股份有限公司,江苏,苏州市,7.29亿,414.04万,5723,2011-11-25,消费电子设备,智能终端功能件及模组类产品、智能终端精密结构件及模组类产品、信息存储类产品、新能源汽车类产品
金安国纪科技股份有限公司,上海,上海市,13.39亿,2.59亿,2807,2011-11-25,印制电路板,覆铜板、半固化片、PCB、医疗器械、医药
赞宇科技集团股份有限公司,浙江,杭州市,25.31亿,1.91亿,2414,2011-11-25,日用化学品,表面活性剂、油化产品、第三方检测服务、污水处理运营
东莞勤上光电股份有限公司,广东,东莞市,3.40亿,152.98万,3484,2011-11-25,LED,半导体照明、教育培训
福建雪人股份有限公司,福建,福州市,2.78亿,-3014.32万,3910,2011-12-05,制冷空调设备,制冰产品、压缩机（组）、中央空调系统、油气技术服务
跨境通宝电子商务股份有限公司,山西,太原市,31.11亿,4421.79万,2510,2011-12-08,电子商务B2B,服饰家居、电子产品、母婴用品
永高股份有限公司,浙江,台州市,15.81亿,7507.68万,6746,2011-12-08,管材,PVC管材管件、PPR管材管件、PE管材管件
荣联科技集团股份有限公司,北京,北京市,5.89亿,270.99万,798,2011-12-20,行业应用软件,系统集成、系统产品、技术术开发与服务、车载信息终端
中节能万润股份有限公司,山东,烟台市,7.87亿,1.49亿,3644,2011-12-20,其他化学制品,信息材料产业、环保材料产业、大健康产业
兰州佛慈制药股份有限公司,甘肃,兰州市,1.77亿,2408.53万,1333,2011-12-22,中药生产,医药、食品
江苏华宏科技股份有限公司,江苏,无锡市,13.86亿,1.36亿,1932,2011-12-20,电梯零部件,再生资源加工设备、电梯零部件、废钢加工及贸易、稀土回收料综合利用
青海互助青稞酒股份有限公司,青海,海东市,3.79亿,7068.10万,2019,2011-12-22,白酒,酒及酒精饮料、电子商务平台业务、批发零售业务
仁东控股股份有限公司,浙江,绍兴市,4.19亿,-768.23万,339,2011-12-28,其他互联网金融,批发零售业、服务业、保理行业、金融业、制造业
浙江卫星石化股份有限公司,浙江,嘉兴市,36.24亿,7.66亿,3271,2011-12-28,其他化学原料,C3大宗化学品、化学新材料、其他化学品
博彦科技股份有限公司,北京,北京市,11.44亿,4975.03万,20535,2012-01-06,其他软件服务,高科技、金融、商业物流、制造业、互联网
加加食品集团股份有限公司,湖南,长沙市,5.10亿,4353.63万,1520,2012-01-06,调味品,调味品、粮油食品
成都利君实业股份有限公司,四川,成都市,2.52亿,7893.46万,1419,2012-01-06,矿山冶金机械,制造业
苏州扬子江新型材料股份有限公司,江苏,苏州市,2.61亿,323.57万,218,2012-01-19,其他建材,金属制品(金属表面处理）
海思科医药集团股份有限公司,西藏,山南市,7.28亿,4.56亿,3766,2012-01-17,化学制剂,环泊酚注射、甲磺酸多拉司琼注射液、复方氨基酸注射液、脂肪乳氨基酸、注射用甲泼尼龙琥珀酸钠、氟哌噻吨美利曲辛片、多烯磷脂酰胆碱注射液
深圳万润科技股份有限公司,广东,深圳市,10.14亿,6448.83万,1948,2012-02-17,LED,LED光源器件、LED照明产品
共达电声股份有限公司,山东,潍坊市,2.32亿,2486.67万,2622,2012-02-17,电子零部件,电子元器件、电声组件
摩登大道时尚集团股份有限公司,广东,广州市,1.18亿,-1615.37万,630,2012-02-28,男装,卡奴迪路（CANUDILO）品牌运营、国际香化、服装品牌代理、悦然心动（PINSSIBLE）移动互联网应用服务
北京中科金财科技股份有限公司,北京,北京市,2.67亿,-1700.46万,1070,2012-02-28,其他互联网金融,金融科技综合服务、数据中心综合服务
北京雪迪龙科技股份有限公司,北京,北京市,2.26亿,2698.86万,1941,2012-03-09,仪器仪表,环境监测系统、工业过程分析系统、气体分析仪及备件、系统改造及运营维护服务、节能环保工程
北京凯文德信教育科技股份有限公司,江苏,无锡市,9449.88万,-1635.25万,655,2012-03-09,钢结构,教育
茂硕电源科技股份有限公司,广东,深圳市,3.32亿,923.98万,2221,2012-03-16,电子零部件,消费电子电源、LED电源
克明面业股份有限公司,湖南,益阳市,11.04亿,8530.66万,4987,2012-03-16,其他食品,米面制品
北京威卡威汽车零部件股份有限公司,北京,北京市,8.17亿,7810.70万,6734,2012-03-09,汽车零部件,车内外饰件
广州普邦园林股份有限公司,广东,广州市,4.68亿,-992.02万,1832,2012-03-16,园林工程,住宅景观、市政景观、环保类、互联网营销类、度假景观
长鹰信质科技股份有限公司,浙江,台州市,7.54亿,5565.98万,2945,2012-03-16,汽车零部件,汽车零部件、电动车零部件、冰压机零部件、其他电机及配件、无人机技术服务费
首航高科能源技术股份有限公司,北京,北京市,4.06亿,346.72万,912,2012-03-27,制冷空调设备,空冷系统、空冷配件、余热发电、光热发电系统、光热发电
广东德联集团股份有限公司,广东,佛山市,10.93亿,5435.23万,930,2012-03-27,其他化学制品,汽车精细化学品、汽车销售与维修、电镀中间体、仓储物流
鞍山重型矿山机器股份有限公司,辽宁,鞍山市,4774.60万,-94.53万,398,2012-03-29,矿山冶金机械,筛分机械、破碎机、给料机、沥青混凝土拌合站、预制混凝土构件生产线（PC线）、砂石骨料生产线、建筑垃圾生产线、沥青混凝土回收料分离设备（RAP料分离设备）、餐厨垃圾预处理成套设备、其他选矿设备
广东奥马电器股份有限公司,广东,中山市,22.32亿,8998.88万,10037,2012-04-16,冰箱、冰柜,家电、信息及技术服务、出租智能POS机、发放贷款收入
上海康达化工新材料集团股份有限公司,上海,上海市,3.87亿,2993.12万,979,2012-04-16,其他化学制品,胶粘剂新材料、军工、
国盛金融控股集团股份有限公司,广东,佛山市,5.20亿,2830.99万,2580,2012-04-16,其他非银行金融,证券业务、投资业务、金融科技业务
山东龙泉管道工程股份有限公司,山东,淄博市,1.73亿,59.69万,1177,2012-04-26,商品混凝土,PCCP等管道、金属管件
东江环保股份有限公司,广东,深圳市,7.51亿,2997.26万,4978,2012-04-26,固废处理,工业废物资源化利用、工业废物处理处置、市政废物处理处置、再生能源利用、环境工程及服务、贸易及其他、电子废弃物拆解
西部证券股份有限公司,陕西,西安市,12.55亿,2.64亿,2775,2012-05-03,证券,经纪业务、自营业务、投资银行业务、资产管理业务、信用交易业务、固定收益业务、新三板业务、研究咨询业务、国际业务、托管业务
兴业皮革科技股份有限公司,福建,泉州市,2.75亿,1993.80万,2248,2012-05-07,皮革,鞋面用皮革、包袋用皮革、军用皮革、家具用皮革、特殊功能性皮革
烟台东诚药业集团股份有限公司,山东,烟台市,8.90亿,8850.30万,2000,2012-05-25,化学原料药,原料药相关产品、制剂产品、核药产品
广东顺威精密塑料股份有限公司,广东,佛山市,5.26亿,2398.81万,3775,2012-05-25,塑料空调风叶的生产和销售,塑料零件
浙江美大实业股份有限公司,浙江,嘉兴市,3.69亿,1.01亿,1150,2012-05-25,小家电,集成灶
广州珠江钢琴集团股份有限公司,广东,广州市,5.59亿,6468.40万,2454,2012-05-30,钢琴,钢琴及配件、教育培训、传媒及其他
福建金森林业股份有限公司,福建,三明市,1054.84万,-1615.97万,262,2012-06-05,林业种植,林业
深圳市奋达科技股份有限公司,广东,深圳市,8.30亿,3586.90万,8833,2012-06-05,小家电,电声产品、健康电器、精密金属结构件、智能可穿戴设备
龙洲集团股份有限公司,福建,龙岩市,8.57亿,1959.99万,4917,2012-06-12,公路运输,汽车客运及站务服务、货运物流、汽车制造/销售及服务、成品油及天然气销售、港口码头服务、商业保理、沥青供应链业务
广东宏大爆破股份有限公司,广东,广州市,14.87亿,9023.96万,4836,2012-06-12,民爆用品,矿山工程服务、民爆器材生产与销售、防务装备
猛狮新能源科技(河南)股份有限公司,广东,汕头市,2.18亿,-2.23亿,1386,2012-06-12,电池,储能产品、清洁能源电力工程、铅、锂电池产品、智慧出行
无锡华东重型机械股份有限公司,江苏,无锡市,16.21亿,3261.15万,930,2012-06-12,起重运输设备,集装箱装卸设备、不锈钢、不锈钢炉料、数控机床、普碳钢
浙江亿利达风机股份有限公司,浙江,台州市,4.21亿,784.29万,2440,2012-07-03,其他通用机械,风机制造、贸易、新材料制造、新能源汽车配件制造、汽车零部件压铸
浙江乔治白服饰股份有限公司,浙江,温州市,2.20亿,1470.34万,3596,2012-07-13,职业装,职业装、校服
金河生物科技股份有限公司,内蒙古,呼和浩特市,4.62亿,9621.66万,2103,2012-07-13,动物用药,兽用化学药品、兽用生物制品、药物饲料添加剂、污水处理、固废处置、农产品加工
沈阳远大智能工业集团股份有限公司,辽宁,沈阳市,1.07亿,-4921.88万,1522,2012-07-17,电梯设备,电梯、风力发电机、机器人自动化设备、房地产
合肥美亚光电技术股份有限公司,安徽,合肥市,3.50亿,1.07亿,1368,2012-07-31,其他专用机械,光电检测专用设备
冀凯装备制造股份有限公司,河北,石家庄市,4693.28万,511.37万,630,2012-07-31,矿山冶金机械,机械制造、贸易销售
远程电缆股份有限公司,江苏,无锡市,6.06亿,60.31万,1150,2012-08-08,电线电缆,电力电缆、特种电缆、电气装备用线缆、裸电线
海南双成药业股份有限公司,海南,海口市,8375.95万,-816.68万,413,2012-08-08,化学原料药,多肽类产品
顾地科技股份有限公司,湖北,鄂州市,2.83亿,-2816.75万,1903,2012-08-16,管材,塑料、赛事文旅
江西煌上煌集团食品股份有限公司,江西,南昌市,6.06亿,6588.96万,2386,2012-09-05,肉制品,食品加工
百洋产业投资集团股份有限公司,广西,南宁市,4.64亿,-1226.55万,3174,2012-09-05,淡水渔业,饲料、食品加工、其他
成都红旗连锁股份有限公司,四川,成都市,22.60亿,1.24亿,16632,2012-09-05,专业连锁,商业零售
哈尔滨博实自动化股份有限公司,黑龙江,哈尔滨市,5.46亿,1.54亿,1250,2012-09-11,矿山冶金机械,固体物料后处理智能制造装备、机器人及成套系统装备、橡胶后处理智能制造装备、智能物流与仓储系统、环保工艺技术及成套装备、运营、售后类工业服务
美盛文化创意股份有限公司,浙江,绍兴市,1.59亿,467.17万,3078,2012-09-11,动漫,IP衍生品、动漫、游戏等文化类产品、广告发行业务
新疆浩源天然气股份有限公司,新疆,阿克苏地区,1.44亿,1909.04万,496,2012-09-21,燃气,天然气运输(含管道运输)、天然气销售、天然气入户安装
奥瑞金科技股份有限公司,北京,北京市,30.72亿,2.99亿,4188,2012-10-11,包装印刷,灌装、金属包装产品
海欣食品股份有限公司,福建,福州市,4.18亿,1214.96万,1717,2012-10-11,冷冻食品,速冻鱼肉制品、速冻肉制品、休闲食品
浙江世宝股份有限公司,浙江,金华市,2.94亿,1951.82万,1680,2012-11-02,汽车零部件,转向系统及部件、配件
广东新宝电器股份有限公司,广东,佛山市,32.10亿,1.81亿,28786,2014-01-21,小家电,家用电器
上海良信电器股份有限公司,上海,上海市,7.18亿,6403.40万,2975,2014-01-21,其他电气设备,终端电器、配电电器、控制电器、智能电工
众信旅游集团股份有限公司,北京,北京市,9539.47万,-9590.31万,3089,2014-01-23,旅游服务,旅游服务
常州光洋轴承股份有限公司,江苏,常州市,4.42亿,2170.25万,2972,2014-01-21,汽车零部件,轴承、同步器行星排、毛坯加工
广州天赐高新材料股份有限公司,广东,广州市,15.62亿,2.92亿,2933,2014-01-23,其他化学制品,日化材料及特种化学品、锂离子电池材料、其他
欧浦智网股份有限公司,广东,佛山市,6343.33万,2688.88万,211,2014-01-27,物流,仓储物流、钢铁贸易、贷款业务、租赁业务
思美传媒股份有限公司,浙江,杭州市,10.42亿,1498.49万,775,2014-01-23,营销服务,广告
东易日盛家居装饰集团股份有限公司,北京,北京市,4.89亿,-2.18亿,6465,2014-02-19,装修装饰,家装、精工装、公装、特许、销售、运装、服务
牧原食品股份有限公司,河南,南阳市,201.52亿,80.49亿,121995,2014-01-28,畜牧养殖,商品猪、仔猪、种猪、生猪屠宰
怀集登云汽配股份有限公司,广东,肇庆市,1.15亿,433.53万,1451,2014-02-19,汽车零部件,汽车发动机进排气门
郴州市金贵银业股份有限公司,湖南,郴州市,192.76万,-6001.73万,486,2014-01-28,稀有金属,有色金属冶炼
岭南生态文旅股份有限公司,广东,东莞市,8.90亿,1813.21万,2272,2014-02-19,园林工程,生态环境、文化旅游
浙江友邦集成吊顶股份有限公司,浙江,嘉兴市,1.80亿,815.65万,808,2014-01-28,其他建材,功能模块、基础模块、辅助模块、石膏模块、墙柜模块
麦趣尔集团股份有限公司,新疆,昌吉回族自治州,2.17亿,445.44万,1843,2014-01-28,烘焙食品,乳制品、烘培食品
北京金一文化发展股份有限公司,北京,北京市,11.18亿,-1.26亿,1647,2014-01-27,珠宝首饰,纯金制品、珠宝首饰、投资金条、纯银制品、邮品、原材料
金轮蓝海股份有限公司,江苏,南通市,6.16亿,3864.99万,2211,2014-01-28,纺织服装机械,金属针布、弹性盖板、固定盖板、带条针布、不锈钢装饰板
广东金莱特电器股份有限公司,广东,江门市,2.79亿,133.71万,1201,2014-01-29,小家电,可充电备用照明灯具、可充电交直流两用风扇、其他家电产品、防疫产品、房屋建设工程、装修装饰分包工程、道路照明工程
海洋王照明科技股份有限公司,广东,深圳市,3.15亿,3024.48万,2844,2014-11-04,电子零部件,固定照明设备、移动照明设备、便携照明设备、工程施工、管养服务、设计服务
浙江跃岭股份有限公司,浙江,台州市,1.98亿,245.26万,1321,2014-01-29,汽车零部件,汽轮涂装轮、抛光轮、旋压轮、真空电镀轮、电镀轮、摩轮涂装轮、低压轮、配件
山东龙大肉食品股份有限公司,山东,烟台市,61.48亿,2.29亿,5855,2014-06-26,肉制品,生猪养殖、生猪屠宰、肉制品加
一心堂药业集团股份有限公司,云南,昆明市,34.29亿,2.60亿,30129,2014-07-02,医药商业,中西成药、医疗器械及计生、消毒用品、中药
特一药业集团股份有限公司,广东,江门市,1.94亿,4166.95万,1228,2014-07-31,中药生产,中成药品、化学制剂药品、化学原料药
好利来(中国)电子科技股份有限公司,福建,厦门市,4622.13万,523.00万,600,2014-09-12,其他电子器件,电路保护元器件
电光防爆科技股份有限公司,浙江,温州市,1.42亿,942.37万,1028,2014-10-09,电力设备、电磁起动器类、高低压馈电开关类,智能化装备及系统类、矿用防爆开关、电力设备、教育培训
沈阳萃华金银珠宝股份有限公司,辽宁,沈阳市,5.88亿,1249.53万,661,2014-11-04,珠宝首饰,珠宝饰品
广东燕塘乳业股份有限公司,广东,广州市,3.98亿,3489.20万,1521,2014-12-05,乳制品,液体乳类、花式奶、乳酸菌乳饮料类、冰淇淋雪糕
深圳市雄韬电源科技股份有限公司,广东,深圳市,6.04亿,55.77万,2602,2014-12-03,电池,蓄电池及材料、锂电池及材料、燃料电池
利民控股集团股份有限公司,江苏,徐州市,12.78亿,1.74亿,4245,2015-01-27,农药,农用杀菌剂、农用杀虫剂、农用除草剂
深圳王子新材料股份有限公司,广东,深圳市,3.60亿,1062.96万,2255,2014-12-03,包装印刷,包装业务、军工科技业务、消费电子业务
国信证券股份有限公司,广东,深圳市,42.52亿,16.86亿,12054,2014-12-29,证券,经纪及财富管理、投资银行、投资与交易、资产管理、资本中介
葵花药业集团股份有限公司,黑龙江,哈尔滨市,12.17亿,2.43亿,5621,2014-12-30,中药生产,医药行业
中矿资源集团股份有限公司,北京,北京市,3.70亿,8011.43万,1081,2014-12-30,专业工程,稀有轻金属资源开发、固体矿产勘查技术、矿权开发
万达电影股份有限公司,北京,北京市,41.21亿,5.34亿,11561,2015-01-22,影视,电影
福建省爱迪尔珠宝实业股份有限公司,广东,深圳市,2.33亿,1399.03万,606,2015-01-22,珠宝首饰,镶嵌饰品、成品钻、其他饰品、加盟费、素金饰品、品牌管理费
广东光华科技股份有限公司,广东,汕头市,5.26亿,1059.42万,1012,2015-02-16,其他化学制品,化工
重庆三圣实业股份有限公司,重庆,重庆市,5.56亿,3220.24万,3085,2015-02-17,商品混凝土,建材化工、医药
安徽富煌钢构股份有限公司,安徽,合肥市,9.40亿,1311.09万,2438,2015-02-17,钢结构,建造工程、钢结构销售、门窗产品、其他产品
木林森股份有限公司,广东,中山市,44.73亿,2.97亿,19022,2015-02-17,LED,LED材料、成品
山东仙坛股份有限公司,山东,烟台市,6.01亿,6856.11万,5351,2015-02-16,畜牧养殖,商品代肉鸡、鸡肉产品
南京埃斯顿自动化股份有限公司,江苏,南京市,6.36亿,3600.59万,2507,2015-03-20,工业机器人,仪器仪表制造业
江西世龙实业股份有限公司,江西,景德镇市,4.07亿,1556.67万,1490,2015-03-19,其他化学制品,AC发泡剂、氯化亚砜、氯气、十水碳酸钠、蒸汽、烧碱、氨水、液氯
四川国光农化股份有限公司,四川,成都市,1.95亿,3897.92万,1453,2015-03-20,农药,农药、肥料
昆明龙津药业股份有限公司,云南,昆明市,2.06亿,120.77万,421,2015-03-24,中药生产,医药制造、种植
深圳市易尚展示股份有限公司,广东,深圳市,2.61亿,1583.18万,666,2015-04-24,会展服务,终端展示、虚拟展示、循环会展、贸易服务
昇兴集团股份有限公司,福建,福州市,9.98亿,4674.94万,2661,2015-04-22,包装印刷,饮料罐、食品罐
山西永东化工股份有限公司,山西,运城市,8.39亿,1.30亿,785,2015-05-19,其他化学制品,炭黑产品、煤焦油加工产品
北京奥赛康药业股份有限公司,北京,北京市,9.31亿,1.77亿,1602,2015-05-15,专业工程,医药制造、医药销售
永兴特种材料科技股份有限公司,浙江,湖州市,13.54亿,1.24亿,1475,2015-05-15,特钢,黑色金属冶炼及压延加工业、锂矿采选及锂盐制造业
南兴装备股份有限公司,广东,东莞市,6.78亿,7318.01万,1880,2015-05-27,其他专用机械,工作站系列、数控开料系列、裁板锯系列产品、封边机系列、数控钻孔系列、数控排钻、IDC及云计算相关服务
